,date,j-1eurusd,j-2eurusd,j-3eurusd,j-4eurusd,j-5eurusd,j-6eurusd,openeurusd,higheurusd,loweurusd,ADX_14eurusd,DMP_14eurusd,DMN_14eurusd,AROOND_14eurusd,AROONU_14eurusd,AROONOSC_14eurusd,MACD_12_26_9eurusd,MACDh_12_26_9eurusd,MACDs_12_26_9eurusd,RSI_14eurusd,STOCHk_14_3_3eurusd,STOCHd_14_3_3eurusd,ATRr_14eurusd,BBL_5_2.0eurusd,BBM_5_2.0eurusd,BBU_5_2.0eurusd,BBB_5_2.0eurusd,BBP_5_2.0eurusd,j-1gbpusd,j-2gbpusd,j-3gbpusd,j-4gbpusd,j-5gbpusd,j-6gbpusd,opengbpusd,highgbpusd,lowgbpusd,closegbpusd,ADX_14gbpusd,DMP_14gbpusd,DMN_14gbpusd,AROOND_14gbpusd,AROONU_14gbpusd,AROONOSC_14gbpusd,MACD_12_26_9gbpusd,MACDh_12_26_9gbpusd,MACDs_12_26_9gbpusd,RSI_14gbpusd,STOCHk_14_3_3gbpusd,STOCHd_14_3_3gbpusd,ATRr_14gbpusd,BBL_5_2.0gbpusd,BBM_5_2.0gbpusd,BBU_5_2.0gbpusd,BBB_5_2.0gbpusd,BBP_5_2.0gbpusd,j-1usdjpy,j-2usdjpy,j-3usdjpy,j-4usdjpy,j-5usdjpy,j-6usdjpy,openusdjpy,highusdjpy,lowusdjpy,closeusdjpy,ADX_14usdjpy,DMP_14usdjpy,DMN_14usdjpy,AROOND_14usdjpy,AROONU_14usdjpy,AROONOSC_14usdjpy,MACD_12_26_9usdjpy,MACDh_12_26_9usdjpy,MACDs_12_26_9usdjpy,RSI_14usdjpy,STOCHk_14_3_3usdjpy,STOCHd_14_3_3usdjpy,ATRr_14usdjpy,BBL_5_2.0usdjpy,BBM_5_2.0usdjpy,BBU_5_2.0usdjpy,BBB_5_2.0usdjpy,BBP_5_2.0usdjpy,target
0,2020-01-01,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1217623571428579,1.1217872142857148,1.1217359761904784,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1348931779363236,1.1412808521082387,1.1476685262801525,1.1261476195308704,0.5460353314819966,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.3242787799043068,1.324358229665072,1.324193277511962,1.3242650000000002,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.2730969023165233,1.2830469284211048,1.2929969545256847,1.564052757876482,0.5276480550720577,106.73861715301244,106.73861715301244,106.73861715301244,106.73861715301244,106.73861715301244,106.73861715301244,108.6875579710143,108.69075845410627,108.68379468599025,108.68763526570056,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,106.18652131164441,106.74810725236335,107.3096931930823,1.0497531053369753,0.48628497019265016,1.1217590476190487
1,2020-01-02,1.1217590476190487,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1183750905292467,1.1184236768802212,1.118324965181058,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1348931779363236,1.1412808521082387,1.1476685262801525,1.1261476195308704,0.5460353314819966,1.3242650000000002,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.3167353611111126,1.3168466250000035,1.3166232986111124,1.3167285208333337,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.2730969023165233,1.2830469284211048,1.2929969545256847,1.564052757876482,0.5276480550720577,108.68763526570056,106.73861715301244,106.73861715301244,106.73861715301244,106.73861715301244,106.73861715301244,108.5604072272411,108.56477901320359,108.55555177206398,108.56001876302963,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,106.18652131164441,106.74810725236335,107.3096931930823,1.0497531053369753,0.48628497019265016,1.1183720682451257
2,2020-01-03,1.1183720682451257,1.1217590476190487,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1155642688910716,1.115625250245338,1.1155015407262034,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1348931779363236,1.1412808521082387,1.1476685262801525,1.1261476195308704,0.5460353314819966,1.3167285208333337,1.3242650000000002,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.3086613529411715,1.308782303921565,1.3085421960784283,1.3086552549019579,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.2730969023165233,1.2830469284211048,1.2929969545256847,1.564052757876482,0.5276480550720577,108.56001876302963,108.68763526570056,106.73861715301244,106.73861715301244,106.73861715301244,106.73861715301244,108.0597676470588,108.0665186274511,108.0527274509804,108.05962647058823,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,106.18652131164441,106.74810725236335,107.3096931930823,1.0497531053369753,0.48628497019265016,1.1155621982335624
3,2020-01-04,1.1155621982335624,1.1183720682451257,1.1217590476190487,1.1416232036239191,1.1416232036239191,1.1416232036239191,1.1155642688910716,1.115625250245338,1.1155015407262034,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1348931779363236,1.1412808521082387,1.1476685262801525,1.1261476195308704,0.5460353314819966,1.3086552549019579,1.3167285208333337,1.3242650000000002,1.2836496728566482,1.2836496728566482,1.2836496728566482,1.3086613529411715,1.308782303921565,1.3085421960784283,1.3086552549019579,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.2730969023165233,1.2830469284211048,1.2929969545256847,1.564052757876482,0.5276480550720577,108.05962647058823,108.56001876302963,108.68763526570056,106.73861715301244,106.73861715301244,106.73861715301244,108.0597676470588,108.0665186274511,108.0527274509804,108.05962647058823,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,106.18652131164441,106.74810725236335,107.3096931930823,1.0497531053369753,0.48628497019265016,1.1155621982335624
4,2020-01-05,1.1155621982335624,1.1155621982335624,1.1183720682451257,1.1217590476190487,1.1416232036239191,1.1416232036239191,1.1164490887290153,1.1164828057553955,1.1164159712230217,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1128499216069256,1.1175408914350846,1.1222318612632436,0.8395164533326542,0.3836118509646219,1.3086552549019579,1.3086552549019579,1.3167285208333337,1.3242650000000002,1.2836496728566482,1.2836496728566482,1.3080576372315034,1.3081142720763717,1.3080040811455838,1.3080574463007166,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.3005407966315694,1.3132722953875933,1.3260037941436171,1.9388970285505558,0.29519893192428537,108.05962647058823,108.05962647058823,108.56001876302963,108.68763526570056,106.73861715301244,106.73861715301244,107.9848880952381,107.9916333333333,107.97882142857146,107.98516904761904,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,107.6851481182971,108.27041520350512,108.85568228871314,1.081120976783821,0.25631112436068176,1.1164489448441242
5,2020-01-06,1.1164489448441242,1.1155621982335624,1.1155621982335624,1.1183720682451257,1.1217590476190487,1.1416232036239191,1.1188003752605926,1.1188414662960364,1.118760326615699,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1141847055178233,1.116949461341434,1.1197142171650445,0.4950547754041011,0.8350089352452333,1.3080574463007166,1.3086552549019579,1.3086552549019579,1.3167285208333337,1.3242650000000002,1.2836496728566482,1.314684687500003,1.3147819652777812,1.3145925138888923,1.3146882430555582,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.3041216790218573,1.3113569439987047,1.3185922089755522,1.1034775863213948,0.730212650643307,107.98516904761904,108.05962647058823,108.05962647058823,108.56001876302963,108.68763526570056,106.73861715301244,108.25582209867952,108.26063724808886,108.25127519110464,108.25604378040289,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,107.76739397460837,108.1840969064456,108.60079983828284,0.7703589413841261,0.586328735005625,1.1188018971507956
6,2020-01-07,1.1188018971507956,1.1164489448441242,1.1155621982335624,1.1155621982335624,1.1183720682451257,1.1217590476190487,1.116108784722227,1.1161638333333368,1.1160492013888919,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1140933467871,1.116496049081299,1.118898751375498,0.4304005009558394,0.4186245133670862,1.3146882430555582,1.3080574463007166,1.3086552549019579,1.3086552549019579,1.3167285208333337,1.3242650000000002,1.3133538263888884,1.3134667777777789,1.3132387500000011,1.3133497152777778,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.30514798429073,1.3106811828875937,1.3162143814844574,0.8443241070529915,0.7411383166055752,108.25604378040289,107.98516904761904,108.05962647058823,108.05962647058823,108.56001876302963,108.68763526570056,108.38430201809308,108.3921941544885,108.37623729993048,108.38408072373008,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,107.8528861739001,108.14890929858568,108.44493242327125,0.5474361722285938,0.897217996726085,1.11610500694445
7,2020-01-08,1.11610500694445,1.1188018971507956,1.1164489448441242,1.1155621982335624,1.1155621982335624,1.1183720682451257,1.11225017373176,1.1123031827658136,1.1121948783877704,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.111618825251138,1.115833036814712,1.120047248378286,0.7553480537919792,0.07454676159596375,1.3133497152777778,1.3146882430555582,1.3080574463007166,1.3086552549019579,1.3086552549019579,1.3167285208333337,1.3113446111111091,1.3114485277777739,1.3112431805555522,1.3113433680555517,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.3060683280321919,1.3112188055183125,1.3163692830044331,0.7856015280507962,0.5120923290680248,108.38408072373008,108.25604378040289,107.98516904761904,108.05962647058823,108.05962647058823,108.56001876302963,108.8603015983321,108.86745865184149,108.85398679638635,108.86079013203612,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,107.68948575963472,108.30914203087528,108.92879830211584,1.1442363213696494,0.9451242783813285,1.1122471369006275
8,2020-01-09,1.1122471369006275,1.11610500694445,1.1188018971507956,1.1164489448441242,1.1155621982335624,1.1155621982335624,1.1108115149409319,1.1108543988881174,1.110768214037525,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1090285075653885,1.1148826402534753,1.120736772941562,1.0501791806096816,0.15217522021801497,1.3113433680555517,1.3133497152777778,1.3146882430555582,1.3080574463007166,1.3086552549019579,1.3086552549019579,1.306560958333326,1.3066510972222198,1.3064670694444402,1.3065580833333272,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.3046394889508972,1.3107993712045862,1.3169592534582752,0.9398665255733634,0.15573304029318283,108.86079013203612,108.38408072373008,108.25604378040289,107.98516904761904,108.05962647058823,108.05962647058823,109.44898885793882,109.45385724233971,109.44433635097502,109.44917757660181,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,107.55507553003056,108.58705225207798,109.6190289741254,1.900736230783296,0.9177057999977918,1.1108102154273787
9,2020-01-10,1.1108102154273787,1.1122471369006275,1.11610500694445,1.1188018971507956,1.1164489448441242,1.1155621982335624,1.1107573333333365,1.1108100784313741,1.1107046862745125,29.79972025821204,52.740023364666826,43.31216747639086,41.741071428571395,56.57467532467533,14.833603896103869,0.002001118898303555,0.00011580974425810378,0.0020315996476714436,54.902738898522486,55.57689548712566,55.534371108614934,0.002629340292917207,1.1073616471603405,1.1137443493238663,1.1201270514873922,1.1461700645037074,0.26601923047146964,1.3065580833333272,1.3113433680555517,1.3133497152777778,1.3146882430555582,1.3080574463007166,1.3086552549019579,1.3066394019607828,1.3067555686274492,1.3065242941176465,1.3066378235294094,23.811378114594092,50.78859943711286,45.421153425949335,43.080357142857125,58.29951298701297,15.219155844155834,0.0006872378801801547,7.147775611189555e-05,0.0006415023102200088,52.827668092634504,56.530466471541175,56.53748312341244,0.004169881639405278,1.3037728982990924,1.3105154466503248,1.3172579950015573,1.0289918166880656,0.2124512188179812,109.44917757660181,108.86079013203612,108.38408072373008,108.25604378040289,107.98516904761904,108.05962647058823,109.56482139352292,109.56840824337603,109.56102158979371,109.56472620215892,19.72600416923205,44.810581833949534,51.36266535092455,53.24675324675325,42.816558441558435,-10.430194805194796,-0.10974691440064249,-0.002957352680567399,-0.1107845147785182,46.62552370893857,45.339110604282034,45.20934552677088,0.2361418683962585,107.83495516484572,108.90296368298596,109.97097220112619,1.9613947720452867,0.8098114424804973,1.11075749019608
